,account_id,total_profit,win_per_id,win_positions,sharpe ratio,total_positions,MDD,ROI %
46,3953764659057081857,6048.86608919,0.30874785591766724,180,0.33384652303339996,583,-0.29578044535867226,5.824111808198927e-06
47,3956048468100538880,1373.56489,0.7142857142857143,20,1.0556772199229658,28,0.0,2.4344745105614923e-05
48,3956076827719377409,16790.01223802,0.5155771195097038,2019,0.7021440718645146,3916,-0.24614293318857097,0.0002589864821665185
49,3957509601040585217,3174.1803667200006,0.2695417789757412,300,0.2569515214828553,1113,-15.468070778595633,5.469563007741026e-06
50,3960874214179953664,19567.47128569,0.5156838143036386,1233,0.2534194443367593,2391,-34.536210321481484,6.322932260491563e-06
51,3962024093501274881,9314.494060179999,0.26472898664571876,337,0.0630274277092468,1273,-inf,3.0013804755380474e-06
52,3966142151544441601,4883.80077594,0.5320910973084886,1028,-0.0454660193521753,1932,-181.38150979585154,2.086631329544634e-05
53,3975304792994095360,2536.0810463,0.4265791632485644,1040,0.19983148655052957,2438,-0.048495473268418535,0.06556442000166374
54,3975392755164484097,2330.27031414,0.2799343903772553,512,0.0278511649550156,1829,-inf,6.1563552365780905e-06
55,3976088733682659585,5901.15009982,0.43567874911158494,1226,0.10959295886774749,2814,-0.7841803174853428,0.0002256905538188132
56,3977078013600312321,4622.3514376,0.32642487046632124,1638,-0.04703231915351835,5018,-3.853166191003474,2.3093992696306637e-05
57,3977116548751698176,603.9805007599999,0.28078817733990147,456,0.0619495974963542,1624,-1.7803974283643589,6.646322761517312e-07
58,3977234346014419201,2427.29283086,0.39759036144578314,33,0.6565452596466201,83,0.0,36.53049650391913
59,3978449781300392193,5888.6560088,0.4387755102040816,344,0.24853133380428985,784,-0.4276168890250245,8.972426733119986e-06
60,3981810242465907713,2836.47282999,0.11428571428571428,12,0.3217679770645307,105,-0.0,0.0005970849799560404
61,3983074113875692800,2424.82951996,0.32558139534883723,14,0.6815499644809098,43,0.0,18.787880072103714
62,3986814617275053313,16337.46188064,0.7822172200337648,2780,0.3827494328152957,3554,-0.00014890821565723293,0.09221419422892395
63,3987739404272887297,12464.6063154,0.22826446280991736,1381,0.07986967523233163,6050,-0.3105022736974293,0.02585796223001916
64,3988071780777702657,3424.4699222,0.3731656184486373,890,0.09072434209660067,2385,-3.402645385699037,5.412083225189844e-05
65,3988187872032603905,2599.76167062,0.3266513936617029,1711,0.062350666763991515,5238,-0.9307964211004376,0.00015179605854849097
66,3988205565930333696,3283.93800993,0.38005390835579517,141,0.13583665943217338,371,-0.42951500624224187,1.3635937252236099e-05
67,3991414786174551297,1787.98771569,0.2990353697749196,93,0.2813621088058615,311,-inf,7.424489488344861e-05
68,3993014919980212480,3078.66301039,0.4762589928057554,331,0.08352376620776558,695,-0.2246844755241357,6.373494095896549e-05
69,3993222640082269952,1884.46844302,0.4645286686103013,1434,0.22385665328021573,3087,-0.41992117389933853,5.6299053515754664e-05
70,3994879592543698688,3658.7650624,0.552833078101072,361,-0.06756469474735394,653,-0.15688277533451547,0.00031665250629007784
71,3995532094997544704,-12346.6822186,0.21401421252685507,1295,-0.06365168718264314,6051,-8.237696232767487,-5.555770100930817e-06
72,3996598927198996481,3509.04461888,0.368282600526118,980,0.07395033278346097,2661,-0.3108019650686659,0.0017452025701430937
73,3998572645139652353,9603.58535988,0.35714285714285715,95,0.20736669206610092,266,-0.08120905576797817,7.350193416396313e-06
74,3998659472131949824,1449.32593976,0.4897959183673469,72,0.30758990516396656,147,0.0,5.612000877712438e-06
75,3999240873283311617,42574.47367879,0.5232198142414861,2366,0.578777391910644,4522,-0.052816340027790364,0.09981064418714747
76,3999845462424248576,5843.15260681,0.4349005424954792,1443,0.11495469904592846,3318,-0.27052287154718113,0.0003177757461962833
77,4000222729738650369,1803.6201332800001,0.5605427974947808,537,0.18659400116220806,958,-0.6107246617347709,7.628886701665926e-05
78,4000877324693233921,-836.1005588599996,0.44859504132231404,2714,-0.02269852339825882,6050,-inf,-0.0007930580130922695
79,4002413037164645377,3686.9697606,0.1857638888888889,107,0.21347455967477097,576,-0.04657218257681305,0.0024054210183789095
80,4004410127575640832,2905.76386668,0.34516765285996054,175,0.38294389739036017,507,-44.06172678340364,0.0009254054781164024
81,4004713168329653760,1667.19861,0.07407407407407407,2,0.27752453937468635,27,0.0,19.885896738985725
82,4006366295148391425,3018.5418057,0.17180616740088106,117,0.14315726446342664,681,-0.7095418766339382,0.21100234926944758
83,4008537296438699777,2330.8456453100002,0.4654205607476635,249,0.12682851628245698,535,-inf,1.8840612026721352e-05
84,4008711265867865600,11298.706389769999,0.4213197969543147,166,0.5345717364201094,394,-0.052697606290058985,1.4522974153211584e-05
85,4008804082027254529,3332.73345887,0.5405128205128205,527,0.4695676730078465,975,-1.78892017702696,2.640911902379419e-06
86,4011626972687000576,5483.14982082,0.38408190224570676,2326,0.11765165262045879,6056,-0.5939680090318431,0.0004493603633140391
87,4012994295026226176,2500.33664614,0.4003189792663477,251,0.2471031628610832,627,-0.7777886641819736,0.0008299221795598746
88,4013955990069013504,1690.02704985,0.659217877094972,236,0.4960462835753883,358,-4.912135152563195,0.07472201770441426
89,4013978721149559808,3778.87822398,0.20748299319727892,61,0.27794323352865735,294,0.0,0.0037772327727563487
90,4014818740371615232,2013.64751009,0.20982986767485823,111,-0.12464988855130224,529,-0.7396794414190834,7.650910681979694e-06
91,4016164457907769600,3742.68731972,0.4353932584269663,310,-0.00575978331255579,712,-7.479905437352246,7.1323964895576034e-06
92,4017110277719148289,2899.93302141,0.5674603174603174,143,0.2029645494264674,252,0.0,4.455798962877624e-05
93,4017263283405469185,7141.3664193899995,0.336198347107438,2034,-0.01980374607684376,6050,-12.557645607719632,5.796697733273648e-06
94,4017323550554338817,3134.7351025,0.5009174311926605,273,0.26237362987601665,545,0.0,0.03555361093728618
95,4019895412775450368,2640.30025492,0.4238178633975482,242,0.12607368662287383,571,0.0,0.0009650088119024902
96,4020204877254599680,71998.85595307,0.3294214876033058,1993,0.1454144977119934,6050,-8.028348113683958,5.4892235760837985e-06
97,4021243448368889856,1498.1937579,0.3785123966942149,2290,0.20939456030499226,6050,-1.2609706416207436,0.003043390890779782
98,4021669203289716224,26427.33159178,0.31391200951248516,528,-0.07664964482232602,1682,-0.16156844065773085,1.0523349771355531e-05
99,4022565861939831809,14197.57707589,0.5276595744680851,372,0.07547435761869324,705,-0.10895996791550236,3.526595285359403e-06
100,4022641794255717633,2176.83382376,0.43522802379378717,2634,0.12089918057475306,6052,-0.5594832487580707,0.34844523597670274
101,4023616625178799873,2087.77119301,0.40991535671100365,339,0.15373763126827186,827,-0.0023495046120192583,0.00042098646598183795
102,4023697433751327232,2408.22399998,0.09523809523809523,4,0.3203138690481168,42,0.0,22.824928756774167
103,4023697881318718465,3151.95061998,0.08571428571428572,6,0.27394757754372734,70,0.0,15.042600261845958
104,4026179081117855488,6796.18836,0.233502538071066,46,-0.11854567426390063,197,-2.061991693070214,7.98175081369433e-06
105,4027747397961573889,2638.21944996,0.45,207,0.18070199929541622,460,-5.2985158607407,2.646218345668989e-05
106,4028427053699127040,2633.02381341,0.2975206611570248,36,-0.15289230250742916,121,-0.09298993432180125,0.00022796754392410309
107,4028701921959171840,17601.40139824,0.5429403202328966,373,0.6538474652434058,687,-0.045176720122327436,6.203965444355854e-06
108,4029299190618134272,3354.14587637,0.3130434782608696,72,0.19616409649170083,230,-0.48111512190174904,0.0001959674671514894
109,4029422834086627072,2799.90254984,0.37254901960784315,38,0.6555559284739944,102,0.0,0.0007250846222006749
110,4029506971304830209,2413.6540000200002,0.057692307692307696,3,0.24005554600882587,52,-0.0015850168875167225,21.96793879170645
111,4029507714735307777,1537.89995998,0.03773584905660377,2,0.16749138773501573,53,0.0,10.764962202895049
112,4029749871687083265,3662.13654822,0.4287383177570093,367,0.6387905791425214,856,0.0,0.3569308783589129
113,4030392204221219329,1347.75800996,0.09411764705882353,8,0.11275348966861652,85,0.0,0.2113955969677107
114,4030395639953224449,4413.76154738,0.17479674796747968,86,-0.06991380843154998,492,-0.04788338751295216,0.00014418167162828305
115,4030555430101054209,3358.38032001,0.2644628099173554,32,0.5332478352895186,121,0.0,0.00018384319050743743
116,4030565764341697025,2789.87828996,0.4857142857142857,51,0.34224126755864953,105,-0.03214792167222979,0.00024167993692933017
117,4030626027667524352,3796.34803991,0.4978540772532189,116,0.49611142069756614,233,-0.15339556871450638,4.487880433705421e-05
118,4030635536196756737,2581.61417484,0.5247295208655333,679,0.22056172415801228,1294,-0.13958217443319554,1.365591394901833e-05
119,4030708912786799105,1612.84376999,0.03333333333333333,2,0.18394269218344633,60,0.0,23.212538184531752
120,4031173908980084736,5360.42572991,0.37777777777777777,85,0.6045047778278044,225,-0.01752269258034282,0.00016559038732087315
121,4031181049693676544,4545.2423384,0.24172185430463577,73,-0.13045470183164662,302,-0.029178880486929508,0.0002118294321713871
122,4031408429897920512,1351.26659997,0.04878048780487805,4,0.2231686845785258,82,0.0,0.11778589473521127
123,4031414524297538817,2726.79561774,0.36885245901639346,90,0.09575084481832127,244,-0.3145626129714143,0.0035070839225566576
124,4031451549482615297,3124.54121527,0.38596491228070173,44,0.2912675391332143,114,-0.3599710775148308,0.00030327140275051147
125,4031493134338259457,9082.69828786,0.36156696664902066,683,0.07298205657070152,1889,-0.9598974471669379,8.992806347894447e-06
126,4031673021422897664,1984.71719999,0.314410480349345,72,0.3768426977722679,229,-0.1521797933484549,9.620392928064552e-06
127,4032403303704824321,2060.57051952,0.5515695067264574,123,0.9331119801282416,223,-0.8763798610289854,7.569292301425024e-05
128,4033614723417828608,4602.23981649,0.22286821705426357,115,-0.1928604333377133,516,-inf,8.077940687701539e-06
129,4033639786957934336,2848.14185731,0.16778523489932887,25,0.40883910048976774,149,0.0,0.0001913561070069747
130,4034359562055356161,5284.65441593,0.48936170212765956,391,0.2351774040957675,799,-0.30136415663289967,3.756297852198966e-06
131,4034786679304751616,2521.07586938,0.38317757009345793,123,0.5650369428942806,321,0.0,1.5647614458552321
132,4035034554469394176,2517.32079973,0.1670886075949367,66,0.28025348249784154,395,-0.5059045471465359,0.5448176272862861
133,4035430878731345664,2493.75041995,0.48314606741573035,43,0.8564234358224778,89,0.0,0.0012063467290482617
134,4036548677626662656,3296.87667987,0.46258503401360546,68,0.73528232929118,147,0.0,0.0001620070187823944
135,4037073643537925121,1540.4004996200001,0.1860986547085202,83,0.26475869219795123,446,0.0,0.2689285416457706
136,4037121179310444801,7237.92173826,0.48401253918495296,772,0.21813755740184437,1595,-0.1565518916107883,3.70611655095473e-05
137,4037179073830813185,2331.43490998,0.4246575342465753,31,0.3458677854977175,73,0.0,0.00019106546413385586
138,4037282461943784704,4760.3656195,0.2698412698412698,136,0.34999399460825376,504,-0.49115832863694486,7.310157871333085e-05
139,4037511388357114368,3552.34051692,0.4333683105981112,413,0.16440134006068743,953,-2.289936338438409,7.975000452757925e-05
140,4037717032428033792,1897.3229995,0.3217665615141956,102,0.518741267825256,317,0.0,0.34588501315609566
141,4037785885739608577,1934.5792352600001,0.23228346456692914,59,0.39255034729397537,254,0.0,0.29233823158799066
142,4038768306117031680,1741.91425988,0.22,22,0.39128370354029396,100,0.0,0.10276076914298268
143,4039129759104249600,1264.28919972,0.44360902255639095,59,0.5462186666098218,133,0.0,0.2339030078680698
144,4039279455324236544,1038.80741926,0.5535168195718655,181,0.8231767993495985,327,0.0,1.8382264615700603
146,4040843843196854529,2151.70406,0.3220338983050847,19,0.6750333931271851,59,0.0,0.0002780067990421483
147,4041804592937345281,-776.34299969,0.23097826086956522,85,-0.5377102497991816,368,-46.06738374801876,-4.891025791616133e-05
148,4041860229502600193,2327.33599982,0.3917525773195876,38,0.7865856310949496,97,0.0,0.009977590873109397
